,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,trip_length,group_size
2205,tour_ideix7xvcu,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Higher Cost,2.0,5,Normal,small
2206,tour_idir0bagog,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,2,Yes,Normal Cost,2.0,17,extended,small
2207,tour_idnaofy4gk,KOREA,45-64,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Higher Cost,1.0,3,Normal,small
2208,tour_iddu9ia652,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,13,No,Higher Cost,2.0,13,Normal,small
2209,tour_idp4l9h0xk,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,8,Yes,High Cost,2.0,8,Normal,small
2210,tour_id0e2tghpl,NETHERLANDS,45-64,Alone,0.0,2.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,No,No,10,0,Yes,Higher Cost,2.0,10,Normal,small
2211,tour_id6jbzml5r,UGANDA,25-44,Alone,6.0,6.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,12.0,4,Normal,bigger
2212,tour_idttviovdl,IRELAND,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,25,0,No,Normal Cost,1.0,25,extended,small
2213,tour_id6s87wjq6,UNITED KINGDOM,25-44,With Children,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost,2.0,6,Normal,small
2214,tour_id886e67cx,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
2215,tour_idwt9lsv04,ZIMBABWE,25-44,Alone,1.0,0.0,Other,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost,1.0,3,Normal,small
2216,tour_idncqrxuhx,SOUTH AFRICA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost,1.0,5,Normal,small
2217,tour_id2wxcf5p1,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,Yes,Higher Cost,2.0,8,Normal,small
2218,tour_idcwkhj4uv,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost,1.0,7,Normal,small
2219,tour_idvljnxpok,DENMARK,18-24,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,16,10,Yes,High Cost,4.0,26,extended,small
2220,tour_idod08i79x,UGANDA,25-44,,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,1.0,1,Normal,small
2221,tour_idvindmm5t,BURUNDI,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,2.0,2,Normal,small
2222,tour_id24vsnmfh,KENYA,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost,2.0,3,Normal,small
2223,tour_id3d026ytq,KENYA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,4,Yes,Low Cost,2.0,4,Normal,small
2224,tour_idx1k7k9x0,POLAND,25-44,With Spouse and Children,2.0,2.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,Higher Cost,4.0,10,Normal,small
2225,tour_idq8h2qis2,GERMANY,18-24,,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,11,4,No,Normal Cost,1.0,15,extended,small
2226,tour_idvhp7jve3,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,High Cost,2.0,4,Normal,small
2227,tour_id9h1d5r67,ZAMBIA,25-44,,0.0,1.0,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost,1.0,4,Normal,small
2228,tour_idxswye03c,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,0,14,Yes,Higher Cost,2.0,14,Normal,small
2229,tour_idduaevqff,FRANCE,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,High Cost,1.0,13,Normal,small
2230,tour_id4m9iggom,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,No,No,No,Yes,No,No,22,0,No,Normal Cost,1.0,22,extended,small
2231,tour_idu16rmwq7,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,Normal,small
2232,tour_id2i7nhqdd,UNITED STATES OF AMERICA,25-44,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,4,Yes,Higher Cost,2.0,10,Normal,small
2233,tour_id7sutha0f,CZECH REPUBLIC,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,15,0,Yes,High Cost,1.0,15,extended,small
2234,tour_idrpgnx16c,UNITED KINGDOM,65+,With Spouse and Children,4.0,2.0,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,6,Yes,Higher Cost,6.0,11,Normal,big
2235,tour_ida8kc55y5,NORWAY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,6,8,Yes,Lower Cost,2.0,14,Normal,small
2236,tour_iddfais3qf,UNITED KINGDOM,45-64,With Spouse and Children,1.0,4.0,Leisure and Holidays,Widlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,No,No,12,3,No,Higher Cost,5.0,15,extended,small
2237,tour_id6zs3gk09,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,Normal Cost,1.0,8,Normal,small
2238,tour_idhg5abn2j,UNITED KINGDOM,25-44,With Children,3.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,50,0,No,Low Cost,3.0,50,longer,small
2239,tour_id6bmncfbn,UNITED KINGDOM,25-44,,0.0,1.0,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,1.0,2,Normal,small
2240,tour_idvx9jr8oi,INDIA,25-44,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Yes,High Cost,1.0,7,Normal,small
2241,tour_idatlmjc4w,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,15,0,Yes,Normal Cost,2.0,15,extended,small
2242,tour_idy6webp6u,ZAMBIA,25-44,Alone,0.0,1.0,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Low Cost,1.0,6,Normal,small
2243,tour_idn0h3i2nk,IRELAND,18-24,Alone,0.0,1.0,Medical,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,28,0,Yes,Normal Cost,1.0,28,extended,small
2244,tour_id6a7owca5,SLOVAKIA,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,11,Yes,Higher Cost,2.0,11,Normal,small
2245,tour_idapeoz6jq,KENYA,45-64,With Children,2.0,2.0,Leisure and Holidays,Business,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,4.0,5,Normal,small
2246,tour_idg9u4o1wy,BELGIUM,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,23,0,Yes,Normal Cost,1.0,23,extended,small
2247,tour_idb7suvgw4,ZIMBABWE,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost,1.0,1,Normal,small
2248,tour_idql7808m8,DRC,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost,1.0,4,Normal,small
2249,tour_id3njip0qm,NEW ZEALAND,25-44,With Other Friends/Relatives,1.0,3.0,Visiting Friends and Relatives,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,8,3,Yes,Normal Cost,4.0,11,Normal,small
2250,tour_idichcvgys,UGANDA,25-44,Alone,1.0,0.0,Meetings and Conference,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,Normal,small
2251,tour_id6m3yx3a8,DENMARK,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost,1.0,8,Normal,small
2252,tour_idueu76nm3,ZAMBIA,25-44,,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,Normal,small
2253,tour_idaejchkqs,UNITED ARAB EMIRATES,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,3,Yes,Low Cost,1.0,7,Normal,small
2254,tour_id1oqmpzza,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,11,6,Yes,High Cost,1.0,17,extended,small
2255,tour_idnixxhed9,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost,2.0,14,Normal,small
2256,tour_idd2ylijpk,UNITED KINGDOM,25-44,With Other Friends/Relatives,1.0,2.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Normal Cost,3.0,10,Normal,small
2257,tour_id5izn18fx,ITALY,45-64,With Other Friends/Relatives,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Normal Cost,1.0,10,Normal,small
2258,tour_id9j8vwm6y,SPAIN,45-64,,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost,1.0,6,Normal,small
2259,tour_id0cpoedsk,ZAMBIA,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,Normal,small
2260,tour_idqtt9a2zd,GERMANY,<18,With Other Friends/Relatives,3.0,2.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Lower Cost,5.0,7,Normal,small
2261,tour_id9t3lrm2h,FRANCE,18-24,,1.0,0.0,Volunteering,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,55,5,Yes,Normal Cost,1.0,60,longer,small
2262,tour_idr0bnppn3,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,0,10,Yes,Normal Cost,2.0,10,Normal,small
2263,tour_id3ebr2pmj,JAPAN,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,7,0,Yes,High Cost,1.0,7,Normal,small
2264,tour_id4usdvs8s,SPAIN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,2,Yes,Higher Cost,2.0,9,Normal,small
2265,tour_iduecn2ifz,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost,2.0,5,Normal,small
2266,tour_id2rw0n5s3,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,Normal,small
2267,tour_idd3jew5t1,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6,Yes,Higher Cost,2.0,12,Normal,small
2268,tour_id9byrsnbq,UGANDA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,0,Yes,Low Cost,1.0,11,Normal,small
2269,tour_idkoror9lu,RWANDA,18-24,Alone,1.0,0.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Lower Cost,1.0,6,Normal,small
2270,tour_idzmn2g3nk,ITALY,65+,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,6,0,Yes,High Cost,1.0,6,Normal,small
2271,tour_iduidsy4z3,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Lower Cost,1.0,6,Normal,small
2272,tour_idzg2gyjnp,IRELAND,<18,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost,2.0,12,Normal,small
2273,tour_idecw2ieps,UNITED STATES OF AMERICA,65+,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,Normal,small
2274,tour_idh9l2pl73,ITALY,45-64,Alone,1.0,0.0,Volunteering,Hunting Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,21,0,No,Low Cost,1.0,21,extended,small
2275,tour_iddzd2q372,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,13,2,Yes,Normal Cost,1.0,15,extended,small
2276,tour_id7l1on3sx,UGANDA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,7,Yes,Normal Cost,2.0,7,Normal,small
2277,tour_id2keox9zk,CHINA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,Normal Cost,2.0,15,extended,small
2278,tour_id9j0jgrco,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,Yes,Lower Cost,3.0,18,extended,small
2279,tour_idy85cn8jj,UGANDA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Lower Cost,1.0,30,extended,small
2280,tour_idl9ue1oz6,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost,1.0,3,Normal,small
2281,tour_idq9chpccq,KENYA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,Normal,small
2282,tour_id84nomrab,KENYA,25-44,Alone,1.0,0.0,Meetings and Conference,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,Normal,small
2283,tour_idopxf3y4l,ZAMBIA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,1.0,5,Normal,small
2284,tour_idweofy9dh,FRANCE,25-44,Alone,1.0,0.0,Volunteering,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,12,2,Yes,Normal Cost,1.0,14,Normal,small
2285,tour_idfwz7wzii,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,Inflight magazines,Independent,No,No,No,No,No,No,No,5,0,No,Low Cost,1.0,5,Normal,small
2286,tour_idirncagzl,UNITED KINGDOM,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost,1.0,8,Normal,small
2287,tour_idundipriq,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,Yes,Yes,Yes,Yes,Yes,No,No,10,0,No,Higher Cost,2.0,10,Normal,small
2288,tour_ide5ie0e8w,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,7,10,Yes,Higher Cost,2.0,17,extended,small
2289,tour_idaey9e0qe,GERMANY,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,12,0,Yes,Higher Cost,1.0,12,Normal,small
2290,tour_id1rjhn5ka,OMAN,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Low Cost,1.0,10,Normal,small
2291,tour_idf5fhabhr,ITALY,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
2292,tour_id4b56eigp,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Business,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,1,0,Yes,Normal Cost,2.0,1,Normal,small
2293,tour_ideopmermw,IRAN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Higher Cost,2.0,7,Normal,small
2294,tour_id1189kzxq,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,1.0,3,Normal,small
2295,tour_idz3iu1w9y,KENYA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Low Cost,2.0,1,Normal,small
2296,tour_idllyk21zb,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,6,Yes,Normal Cost,2.0,11,Normal,small
2297,tour_idw087ly1i,SUDAN,45-64,With Other Friends/Relatives,0.0,3.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost,3.0,2,Normal,small
2298,tour_id94tpfp7a,PORTUGAL,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,4,Yes,High Cost,2.0,4,Normal,small
2299,tour_idbn4iunhc,UNITED KINGDOM,25-44,With Spouse,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,2,Yes,Low Cost,1.0,3,Normal,small
2300,tour_idisb5p0ej,AUSTRALIA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,6,0,Yes,Higher Cost,2.0,6,Normal,small
2301,tour_idb2vhb7bv,UNITED KINGDOM,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Normal Cost,1.0,12,Normal,small
2302,tour_idtrpf0793,SOUTH AFRICA,45-64,Alone,0.0,1.0,Business,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,1.0,1,Normal,small
2303,tour_id5j5s40ol,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Low Cost,1.0,5,Normal,small
2304,tour_id9nksyh72,UNITED STATES OF AMERICA,45-64,With Children,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,4,Yes,Normal Cost,2.0,6,Normal,small
2305,tour_idpymuqzs8,UAE,45-64,With Spouse and Children,3.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,3,Yes,Higher Cost,5.0,10,Normal,small
2306,tour_idzpgdxzxw,GERMANY,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,9,0,Yes,Normal Cost,1.0,9,Normal,small
2307,tour_idey9mfra4,UNITED KINGDOM,18-24,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,0,Yes,Normal Cost,2.0,14,Normal,small
2308,tour_idss02e958,UNITED KINGDOM,25-44,Alone,1.0,0.0,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost,1.0,21,extended,small
2309,tour_idr2dr8vdk,SOUTH AFRICA,25-44,With Other Friends/Relatives,1.0,1.0,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost,2.0,1,Normal,small
2310,tour_ide3mqipd2,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,Higher Cost,2.0,7,Normal,small
2311,tour_idjs6tkbhr,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,4,Yes,Highest Cost,2.0,4,Normal,small
2312,tour_idushxus9d,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost,1.0,8,Normal,small
2313,tour_idoymi6jn1,UNITED KINGDOM,65+,,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost,1.0,21,extended,small
2314,tour_idtlshyumc,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,2.0,10,Normal,small
2315,tour_idgo2lr65s,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,21,0,Yes,Higher Cost,1.0,21,extended,small
2316,tour_idf5v333tl,CONGO,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,16,0,Yes,Normal Cost,1.0,16,extended,small
2317,tour_id6h0n9az7,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,10,Yes,Higher Cost,2.0,13,Normal,small
2318,tour_ido3ttri1s,BELGIUM,25-44,With Spouse,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost,1.0,5,Normal,small
2319,tour_idzf00fhvk,BELGIUM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
